城市,年份,国内旅游人数（万人）
长沙市,2021,11475.5
长沙市,2022,11987.9
长沙市,2023,
兰州市,2000,
兰州市,2001,
兰州市,2002,222
兰州市,2003,141
兰州市,2004,193
兰州市,2005,244
兰州市,2006,324
兰州市,2007,435
兰州市,2008,522
兰州市,2009,700.1
兰州市,2010,887.5
兰州市,2011,1338.7
兰州市,2012,1802.4
兰州市,2013,2602.52
兰州市,2014,3030.77
兰州市,2015,3700.18
兰州市,2016,5337.57
兰州市,2017,6587.21
兰州市,2018,6718.56
兰州市,2019,8205.02
兰州市,2020,
兰州市,2021,
兰州市,2022,2900
兰州市,2023,
嘉峪关市,2000,
嘉峪关市,2001,
嘉峪关市,2002,39.7
嘉峪关市,2003,46
嘉峪关市,2004,53
嘉峪关市,2005,53
嘉峪关市,2006,74
嘉峪关市,2007,87
嘉峪关市,2008,79.9
嘉峪关市,2009,118.9
嘉峪关市,2010,166
嘉峪关市,2011,212.9
嘉峪关市,2012,276.4
嘉峪关市,2013,356.67
嘉峪关市,2014,
嘉峪关市,2015,
嘉峪关市,2016,
嘉峪关市,2017,857.142
嘉峪关市,2018,1047.9
嘉峪关市,2019,1317.4
嘉峪关市,2020,379.6
嘉峪关市,2021,468.8
嘉峪关市,2022,277.28
嘉峪关市,2023,
天水市,2000,
天水市,2001,
天水市,2002,148
天水市,2003,101
天水市,2004,153
天水市,2005,222
天水市,2006,275
天水市,2007,338
天水市,2008,389.2
天水市,2009,530
天水市,2010,682.3
天水市,2011,830.3
天水市,2012,1037.9
天水市,2013,1339.82
天水市,2014,
天水市,2015,
天水市,2016,
天水市,2017,3711
天水市,2018,
天水市,2019,
天水市,2020,
天水市,2021,
天水市,2022,
天水市,2023,
定西市,2000,
定西市,2001,
定西市,2002,77.4
定西市,2003,50
定西市,2004,52
定西市,2005,70
定西市,2006,90
定西市,2007,112
定西市,2008,157.2
定西市,2009,202.8
定西市,2010,232
定西市,2011,274.6
定西市,2012,364.2
定西市,2013,292.87
定西市,2014,
定西市,2015,
定西市,2016,
定西市,2017,659
定西市,2018,
定西市,2019,
定西市,2020,
定西市,2021,
定西市,2022,
定西市,2023,
平凉市,2000,
平凉市,2001,
平凉市,2002,53.8
平凉市,2003,32
平凉市,2004,94
平凉市,2005,96
平凉市,2006,132
平凉市,2007,190
平凉市,2008,176.7
平凉市,2009,350.2
平凉市,2010,420.3
平凉市,2011,526.4
平凉市,2012,678
平凉市,2013,535
平凉市,2014,
平凉市,2015,1332.2
平凉市,2016,1599.87
平凉市,2017,1956.06
平凉市,2018,2343.86
平凉市,2019,2906.31
平凉市,2020,2496.3
平凉市,2021,3155.68
平凉市,2022,2910.58
平凉市,2023,
庆阳市,2000,
庆阳市,2001,
庆阳市,2002,39.1
庆阳市,2003,50
庆阳市,2004,44
庆阳市,2005,48
庆阳市,2006,60
庆阳市,2007,66
庆阳市,2008,67.4
庆阳市,2009,81.4
庆阳市,2010,134
庆阳市,2011,208.5
庆阳市,2012,290
庆阳市,2013,369.27
庆阳市,2014,
庆阳市,2015,
庆阳市,2016,
庆阳市,2017,839.967
庆阳市,2018,
庆阳市,2019,
庆阳市,2020,
庆阳市,2021,
庆阳市,2022,
庆阳市,2023,
张掖市,2000,
张掖市,2001,
张掖市,2002,59.5
张掖市,2003,61
张掖市,2004,49
张掖市,2005,79.8
张掖市,2006,84.62
张掖市,2007,92.5
张掖市,2008,101.8
张掖市,2009,110.15
张掖市,2010,184.91
张掖市,2011,346.5
张掖市,2012,516.65
张掖市,2013,654.53
张掖市,2014,750.97
张掖市,2015,1493.7
张掖市,2016,2028.23
张掖市,2017,2596.62
张掖市,2018,3173.23
张掖市,2019,4234.7
张掖市,2020,2982.92
张掖市,2021,3514
张掖市,2022,1529
张掖市,2023,
武威市,2000,
武威市,2001,
武威市,2002,92
武威市,2003,151
武威市,2004,72
武威市,2005,79
武威市,2006,100
武威市,2007,178
武威市,2008,123.9
武威市,2009,153
武威市,2010,178.5
武威市,2011,225
武威市,2012,376
武威市,2013,510.36
武威市,2014,
武威市,2015,
武威市,2016,
武威市,2017,1184.8
武威市,2018,
武威市,2019,
武威市,2020,
武威市,2021,
武威市,2022,
武威市,2023,
白银市,2000,
白银市,2001,
白银市,2002,21
白银市,2003,21
白银市,2004,22
白银市,2005,32
白银市,2006,40
白银市,2007,71
白银市,2008,104.9
白银市,2009,146
白银市,2010,195
白银市,2011,263.7
白银市,2012,370
白银市,2013,487.08
白银市,2014,
白银市,2015,
白银市,2016,
白银市,2017,1080.4
白银市,2018,
白银市,2019,
白银市,2020,
白银市,2021,
白银市,2022,
白银市,2023,
酒泉市,2000,
酒泉市,2001,
酒泉市,2002,59.5
酒泉市,2003,66
酒泉市,2004,76
酒泉市,2005,116
酒泉市,2006,158
酒泉市,2007,258
酒泉市,2008,299.8
酒泉市,2009,342.9
酒泉市,2010,402.3
酒泉市,2011,581
酒泉市,2012,800.3
酒泉市,2013,1095.92
酒泉市,2014,
酒泉市,2015,
酒泉市,2016,
酒泉市,2017,2646.5
酒泉市,2018,
酒泉市,2019,
酒泉市,2020,
酒泉市,2021,
酒泉市,2022,
酒泉市,2023,
金昌市,2000,
金昌市,2001,
金昌市,2002,
金昌市,2003,23
金昌市,2004,10
金昌市,2005,11
金昌市,2006,15
金昌市,2007,19
金昌市,2008,24.8
金昌市,2009,39.5
金昌市,2010,45.8
金昌市,2011,92.4
金昌市,2012,131.9
金昌市,2013,181.85
金昌市,2014,
金昌市,2015,
金昌市,2016,
金昌市,2017,411.3
金昌市,2018,
金昌市,2019,
金昌市,2020,313.4
金昌市,2021,412.6
金昌市,2022,309.9
金昌市,2023,
陇南市,2000,
陇南市,2001,
陇南市,2002,94.3
陇南市,2003,34
陇南市,2004,32
陇南市,2005,46
陇南市,2006,63
陇南市,2007,240
陇南市,2008,207.2
陇南市,2009,260.3
陇南市,2010,321.2
陇南市,2011,380.9
陇南市,2012,470.2
陇南市,2013,614.34
陇南市,2014,
陇南市,2015,
陇南市,2016,
陇南市,2017,201.42
陇南市,2018,
陇南市,2019,
陇南市,2020,
陇南市,2021,
陇南市,2022,
陇南市,2023,
三明市,2000,
三明市,2001,
三明市,2002,
三明市,2003,
三明市,2004,
三明市,2005,0
三明市,2006,
三明市,2007,
三明市,2008,
三明市,2009,803.28
三明市,2010,870.2
三明市,2011,1560
三明市,2012,1257.4
三明市,2013,1480.26
三明市,2014,3090.3
三明市,2015,1946.7
三明市,2016,2286.6
三明市,2017,2749.23
三明市,2018,3303.09
三明市,2019,3907.14
三明市,2020,
三明市,2021,
三明市,2022,
三明市,2023,
南平市,2000,
南平市,2001,
南平市,2002,
南平市,2003,
南平市,2004,
南平市,2005,0
南平市,2006,
南平市,2007,
南平市,2008,
南平市,2009,1169.98
南平市,2010,1300
南平市,2011,1545.7
南平市,2012,1808.8
南平市,2013,2076.34
南平市,2014,2325.5
南平市,2015,2889.3
南平市,2016,3404.7
南平市,2017,4112.73
南平市,2018,4945.34
南平市,2019,5780.54
南平市,2020,4280.98
南平市,2021,5599.96
南平市,2022,5135.94
南平市,2023,
厦门市,2000,
厦门市,2001,
厦门市,2002,
厦门市,2003,
厦门市,2004,
厦门市,2005,
厦门市,2006,
厦门市,2007,1097.49
厦门市,2008,
厦门市,2009,1788
厦门市,2010,2178
厦门市,2011,2569
厦门市,2012,2979
厦门市,2013,3411
厦门市,2014,3820
厦门市,2015,4267.3
厦门市,2016,4903.9
厦门市,2017,7444.2
厦门市,2018,8469.89
厦门市,2019,9562.18
厦门市,2020,6897.86
厦门市,2021,8909.56
厦门市,2022,6541.4
厦门市,2023,
宁德市,2000,
宁德市,2001,
宁德市,2002,
宁德市,2003,
宁德市,2004,
宁德市,2005,345
宁德市,2006,396
宁德市,2007,460
宁德市,2008,550
宁德市,2009,619
宁德市,2010,681
宁德市,2011,832
宁德市,2012,949
宁德市,2013,1347
宁德市,2014,1598.74
宁德市,2015,1834.86
宁德市,2016,2206
宁德市,2017,2648.99
宁德市,2018,3248.09
宁德市,2019,3835
宁德市,2020,2614.12
宁德市,2021,4585.8
宁德市,2022,
宁德市,2023,
泉州市,2000,
泉州市,2001,
泉州市,2002,
泉州市,2003,
泉州市,2004,
泉州市,2005,
泉州市,2006,
泉州市,2007,1702.8
泉州市,2008,
泉州市,2009,1170.96
泉州市,2010,1351.4
泉州市,2011,1083.4
泉州市,2012,2170
泉州市,2013,1480.26
泉州市,2014,1657.9
泉州市,2015,4903.46
泉州市,2016,5626.78
泉州市,2017,5329.23
泉州市,2018,6481.84
泉州市,2019,7624.94
泉州市,2020,5138.32
泉州市,2021,6666
泉州市,2022,5615.16
泉州市,2023,
漳州市,2000,
漳州市,2001,
漳州市,2002,
漳州市,2003,
漳州市,2004,
漳州市,2005,0
漳州市,2006,
漳州市,2007,
漳州市,2008,
漳州市,2009,835
漳州市,2010,1002
漳州市,2011,951
漳州市,2012,1348
漳州市,2013,1435
漳州市,2014,1608
漳州市,2015,2190
漳州市,2016,2606
漳州市,2017,3208
漳州市,2018,3881.96
漳州市,2019,4560.8
漳州市,2020,3224.67
漳州市,2021,5153.95
漳州市,2022,4871.42
漳州市,2023,
福州市,2000,
福州市,2001,
福州市,2002,
福州市,2003,
福州市,2004,
福州市,2005,
福州市,2006,
福州市,2007,802.1
福州市,2008,
福州市,2009,1938
福州市,2010,2275
福州市,2011,2680
福州市,2012,3107
福州市,2013,3446
福州市,2014,3860
福州市,2015,4823.4
福州市,2016,5413.7
福州市,2017,6606.33
福州市,2018,8071.35
福州市,2019,9480.77
福州市,2020,6681.18
福州市,2021,8950.03
福州市,2022,7854.62
福州市,2023,
莆田市,2000,
莆田市,2001,
莆田市,2002,
莆田市,2003,
莆田市,2004,
莆田市,2005,
莆田市,2006,
莆田市,2007,467.16
莆田市,2008,
莆田市,2009,632
莆田市,2010,775
莆田市,2011,1165
莆田市,2012,1112
莆田市,2013,1590
莆田市,2014,1781
莆田市,2015,1949
莆田市,2016,2316
莆田市,2017,2796
莆田市,2018,3347.19
莆田市,2019,3921.55
莆田市,2020,2632.41
莆田市,2021,2187.76
莆田市,2022,2003.16
莆田市,2023,
龙岩市,2000,
龙岩市,2001,
龙岩市,2002,
龙岩市,2003,
龙岩市,2004,
龙岩市,2005,
龙岩市,2006,
龙岩市,2007,482.86
龙岩市,2008,
龙岩市,2009,795.73
龙岩市,2010,984.7
龙岩市,2011,1209.3
龙岩市,2012,1478.5
龙岩市,2013,1802.28
龙岩市,2014,2018.6
龙岩市,2015,2522.4
龙岩市,2016,3045.2
龙岩市,2017,3767.73
龙岩市,2018,4588.29
龙岩市,2019,5478.8
龙岩市,2020,4033
龙岩市,2021,4797.08
龙岩市,2022,4327.22
龙岩市,2023,
山南市,2000,
山南市,2001,
山南市,2002,4.4
山南市,2003,6
山南市,2004,6
山南市,2005,7
山南市,2006,10
山南市,2007,42.09
山南市,2008,21.2
山南市,2009,61.39
山南市,2010,70.9
山南市,2011,82.5
山南市,2012,
山南市,2013,77.3
山南市,2014,
山南市,2015,
山南市,2016,
山南市,2017,345.3
山南市,2018,
山南市,2019,
山南市,2020,
山南市,2021,524.01
山南市,2022,
山南市,2023,
拉萨市,2000,
拉萨市,2001,
拉萨市,2002,30.5
拉萨市,2003,36.9
拉萨市,2004,47
拉萨市,2005,95
拉萨市,2006,138
拉萨市,2007,183.26
拉萨市,2008,117.1
拉萨市,2009,275.73
拉萨市,2010,352.9
拉萨市,2011,482.8
拉萨市,2012,
拉萨市,2013,635.13
拉萨市,2014,915.64
拉萨市,2015,1167.2
拉萨市,2016,
拉萨市,2017,1590.3
拉萨市,2018,1969.09
拉萨市,2019,2312.49
拉萨市,2020,2007.79
拉萨市,2021,2643.3
拉萨市,2022,2023.73
拉萨市,2023,
日喀则市,2000,
日喀则市,2001,
日喀则市,2002,16.3
日喀则市,2003,22
日喀则市,2004,29
日喀则市,2005,33
日喀则市,2006,42
日喀则市,2007,54.93
日喀则市,2008,30.7
日喀则市,2009,84.87
日喀则市,2010,98
日喀则市,2011,114
日喀则市,2012,
日喀则市,2013,128.61
日喀则市,2014,300
日喀则市,2015,314
日喀则市,2016,418
日喀则市,2017,509.98
日喀则市,2018,688.78
日喀则市,2019,864.4
日喀则市,2020,602.26
日喀则市,2021,720.68
日喀则市,2022,443.22
日喀则市,2023,
昌都市,2000,
昌都市,2001,
昌都市,2002,7.3
昌都市,2003,7.7
昌都市,2004,8
昌都市,2005,9
昌都市,2006,12
昌都市,2007,16.86
昌都市,2008,7.6
昌都市,2009,23.64
昌都市,2010,27.3
昌都市,2011,31.8
昌都市,2012,
昌都市,2013,175.24
昌都市,2014,
昌都市,2015,
昌都市,2016,
昌都市,2017,200.2
昌都市,2018,
昌都市,2019,
昌都市,2020,
昌都市,2021,
昌都市,2022,
昌都市,2023,
林芝市,2000,
林芝市,2001,
林芝市,2002,9.9
林芝市,2003,10.5
林芝市,2004,16
林芝市,2005,17
林芝市,2006,23
林芝市,2007,55.42
林芝市,2008,33.4
林芝市,2009,77.52
林芝市,2010,89.5
林芝市,2011,104.1
林芝市,2012,
林芝市,2013,193.33
林芝市,2014,
林芝市,2015,
林芝市,2016,
林芝市,2017,516.686
林芝市,2018,
林芝市,2019,
林芝市,2020,
林芝市,2021,
林芝市,2022,657.86
林芝市,2023,
那曲市,2000,
那曲市,2001,
那曲市,2002,3.7
那曲市,2003,4
那曲市,2004,5
那曲市,2005,6
那曲市,2006,7
那曲市,2007,11.07
那曲市,2008,5
那曲市,2009,15.58
那曲市,2010,18
那曲市,2011,20.9
那曲市,2012,
那曲市,2013,47.48
那曲市,2014,
那曲市,2015,
那曲市,2016,
那曲市,2017,140.118
那曲市,2018,
那曲市,2019,
那曲市,2020,
那曲市,2021,
那曲市,2022,
那曲市,2023,
六盘水市,2000,
六盘水市,2001,
六盘水市,2002,77.3
六盘水市,2003,49.9
六盘水市,2004,121
六盘水市,2005,137
六盘水市,2006,201
六盘水市,2007,231.95
六盘水市,2008,195.33
六盘水市,2009,287.75
六盘水市,2010,275.89
六盘水市,2011,444.29
六盘水市,2012,470
六盘水市,2013,700
六盘水市,2014,1032.15
六盘水市,2015,1250
六盘水市,2016,1901.1
六盘水市,2017,2999.9
六盘水市,2018,4231.53
六盘水市,2019,5284.38
六盘水市,2020,3800.53
六盘水市,2021,7642.18
六盘水市,2022,
六盘水市,2023,
安顺市,2000,
安顺市,2001,
安顺市,2002,444
安顺市,2003,140
安顺市,2004,264
安顺市,2005,470
安顺市,2006,733
安顺市,2007,956.6
安顺市,2008,1115.3
安顺市,2009,1195.86
安顺市,2010,1307.9
安顺市,2011,1838.2
安顺市,2012,2226.2
安顺市,2013,2573.89
安顺市,2014,2882.8
安顺市,2015,3890.4
安顺市,2016,5394.9
安顺市,2017,7457.5
安顺市,2018,
安顺市,2019,
安顺市,2020,
安顺市,2021,
安顺市,2022,
安顺市,2023,
毕节市,2000,
毕节市,2001,
毕节市,2002,113.6
毕节市,2003,117.4
毕节市,2004,133
毕节市,2005,145
毕节市,2006,185
毕节市,2007,424.95
毕节市,2008,834.8
毕节市,2009,1101.3
毕节市,2010,1270.4
毕节市,2011,1843
毕节市,2012,1872.9
毕节市,2013,2834.13
毕节市,2014,
毕节市,2015,
毕节市,2016,
毕节市,2017,7735.33
毕节市,2018,10436
毕节市,2019,12090
毕节市,2020,7110.73
毕节市,2021,8020.2
毕节市,2022,
毕节市,2023,
贵阳市,2000,
贵阳市,2001,
贵阳市,2002,1010
贵阳市,2003,921.6
贵阳市,2004,1163
贵阳市,2005,1453
贵阳市,2006,1845
贵阳市,2007,2314.14
贵阳市,2008,2612.3
贵阳市,2009,3279.36
贵阳市,2010,3940.8
贵阳市,2011,5240.6
贵阳市,2012,6332.6
贵阳市,2013,5749.16
贵阳市,2014,6439.1
贵阳市,2015,8462
贵阳市,2016,11073.4
贵阳市,2017,14836.6
贵阳市,2018,18792.2
贵阳市,2019,22830.2
贵阳市,2020,15317.7
贵阳市,2021,15200
贵阳市,2022,11339.4
贵阳市,2023,
遵义市,2000,
遵义市,2001,
遵义市,2002,130
遵义市,2003,150
遵义市,2004,210
遵义市,2005,323
遵义市,2006,575
遵义市,2007,574.5
遵义市,2008,1086
遵义市,2009,1374
遵义市,2010,1662
遵义市,2011,2624.7
遵义市,2012,3040.5
遵义市,2013,4818.01
遵义市,2014,5396.2
遵义市,2015,6220.06
遵义市,2016,8428.5
遵义市,2017,11878
遵义市,2018,15474.6
遵义市,2019,
遵义市,2020,
遵义市,2021,
遵义市,2022,
遵义市,2023,
铜仁市,2000,
铜仁市,2001,
铜仁市,2002,46
铜仁市,2003,50
铜仁市,2004,70
铜仁市,2005,102
铜仁市,2006,198
铜仁市,2007,197.7
铜仁市,2008,406
铜仁市,2009,683.11
铜仁市,2010,1000.3
铜仁市,2011,1503
铜仁市,2012,1844.7
铜仁市,2013,2063.72
铜仁市,2014,
铜仁市,2015,
铜仁市,2016,
铜仁市,2017,
铜仁市,2018,
铜仁市,2019,
铜仁市,2020,
铜仁市,2021,
铜仁市,2022,
铜仁市,2023,
丹东市,2000,
丹东市,2001,
丹东市,2002,388
丹东市,2003,430.7
丹东市,2004,586
丹东市,2005,773
丹东市,2006,950
丹东市,2007,1100
丹东市,2008,1420
丹东市,2009,1897
丹东市,2010,2248
丹东市,2011,2646
丹东市,2012,2990
丹东市,2013,2990
丹东市,2014,3469
丹东市,2015,3028
丹东市,2016,4014.67
丹东市,2017,4533.5
丹东市,2018,4986.9
丹东市,2019,5594
丹东市,2020,1745.9
丹东市,2021,
丹东市,2022,
丹东市,2023,
大连市,2000,
大连市,2001,
大连市,2002,1401
大连市,2003,1152.4
大连市,2004,1600
大连市,2005,1900
大连市,2006,2150
大连市,2007,2480
大连市,2008,3000
大连市,2009,3412
大连市,2010,3777
大连市,2011,4261
大连市,2012,4687
大连市,2013,5231
大连市,2014,5620
大连市,2015,6828.1
大连市,2016,7633.8
大连市,2017,8410
大连市,2018,9288.07
大连市,2019,10268.2
大连市,2020,3985.2
大连市,2021,
大连市,2022,
大连市,2023,
抚顺市,2000,
抚顺市,2001,
抚顺市,2002,136
抚顺市,2003,162.3
抚顺市,2004,248
抚顺市,2005,410
抚顺市,2006,690
抚顺市,2007,950
抚顺市,2008,1220
抚顺市,2009,1698.3
抚顺市,2010,1980.2
抚顺市,2011,2334.7
抚顺市,2012,2638.21
抚顺市,2013,2987.56
抚顺市,2014,3702.5
抚顺市,2015,3212
抚顺市,2016,3033.57
抚顺市,2017,3458.3
抚顺市,2018,392
抚顺市,2019,4569.04
抚顺市,2020,997.35
抚顺市,2021,1111.1
抚顺市,2022,954.1
抚顺市,2023,
朝阳市,2000,
朝阳市,2001,
朝阳市,2002,111
朝阳市,2003,108.5
朝阳市,2004,130
朝阳市,2005,240
朝阳市,2006,372
朝阳市,2007,544
朝阳市,2008,709
朝阳市,2009,940.1
朝阳市,2010,1164.8
朝阳市,2011,1323.2
朝阳市,2012,1395.22
朝阳市,2013,1431.1
朝阳市,2014,1631.1
朝阳市,2015,1398
朝阳市,2016,2168.9
朝阳市,2017,2438.23
朝阳市,2018,2836.62
朝阳市,2019,3231.17
朝阳市,2020,1849.28
朝阳市,2021,
朝阳市,2022,
朝阳市,2023,
本溪市,2000,
本溪市,2001,
本溪市,2002,326
本溪市,2003,341.5
本溪市,2004,420
本溪市,2005,511
本溪市,2006,720
本溪市,2007,1045
本溪市,2008,1390
本溪市,2009,1770.7
本溪市,2010,2147.9
本溪市,2011,2547.4
本溪市,2012,2878.56
本溪市,2013,3216.09
本溪市,2014,3666.35
本溪市,2015,3081.3
本溪市,2016,3491.08
本溪市,2017,3822.4
本溪市,2018,4273.4
本溪市,2019,0.4941
本溪市,2020,2502.66
本溪市,2021,
本溪市,2022,
本溪市,2023,
沈阳市,2000,
沈阳市,2001,
沈阳市,2002,2115
沈阳市,2003,2254.3
沈阳市,2004,2818
沈阳市,2005,3500
沈阳市,2006,4513
沈阳市,2007,5011
沈阳市,2008,5161
沈阳市,2009,5392.5
沈阳市,2010,5705.3
沈阳市,2011,6247.3
沈阳市,2012,6872.03
沈阳市,2013,7574.1
沈阳市,2014,8087.7
沈阳市,2015,9154.2
沈阳市,2016,6333.02
沈阳市,2017,726.224
沈阳市,2018,8175.6
沈阳市,2019,9424.4
沈阳市,2020,5407.1
沈阳市,2021,
沈阳市,2022,7180
沈阳市,2023,
盘锦市,2000,
盘锦市,2001,
盘锦市,2002,139
盘锦市,2003,159.8
盘锦市,2004,198
盘锦市,2005,260
盘锦市,2006,454
盘锦市,2007,760
盘锦市,2008,980
盘锦市,2009,1270
盘锦市,2010,1654
盘锦市,2011,1959
盘锦市,2012,2214
盘锦市,2013,1912
盘锦市,2014,2299
盘锦市,2015,1993
盘锦市,2016,2262.15
盘锦市,2017,2625
盘锦市,2018,3037
盘锦市,2019,3595
盘锦市,2020,2343.36
盘锦市,2021,2989.7
盘锦市,2022,
盘锦市,2023,
营口市,2000,
营口市,2001,
营口市,2002,239
营口市,2003,205.2
营口市,2004,231
营口市,2005,242
营口市,2006,285
营口市,2007,450
营口市,2008,585
营口市,2009,820
营口市,2010,1074
营口市,2011,1279
营口市,2012,1446
营口市,2013,1620
营口市,2014,1835
营口市,2015,1605
营口市,2016,2399.6
营口市,2017,2676
营口市,2018,2756
营口市,2019,3086.72
营口市,2020,2034.15
营口市,2021,
营口市,2022,
营口市,2023,
葫芦岛市,2000,
葫芦岛市,2001,
葫芦岛市,2002,302
葫芦岛市,2003,303.6
葫芦岛市,2004,400
葫芦岛市,2005,460
葫芦岛市,2006,530
葫芦岛市,2007,680
葫芦岛市,2008,880
葫芦岛市,2009,1211
葫芦岛市,2010,1460
葫芦岛市,2011,1736
葫芦岛市,2012,1962
葫芦岛市,2013,1934
葫芦岛市,2014,2455
葫芦岛市,2015,2124
葫芦岛市,2016,2064.74
葫芦岛市,2017,2245
葫芦岛市,2018,2450
葫芦岛市,2019,2851
葫芦岛市,2020,1450.4
葫芦岛市,2021,1800
葫芦岛市,2022,1368.4
葫芦岛市,2023,
辽阳市,2000,
辽阳市,2001,
辽阳市,2002,139
辽阳市,2003,160.7
辽阳市,2004,214
辽阳市,2005,270
辽阳市,2006,510
辽阳市,2007,790
辽阳市,2008,1030
辽阳市,2009,1274.2
辽阳市,2010,1661.6
辽阳市,2011,1909.2
辽阳市,2012,2157.4
辽阳市,2013,2454.24
辽阳市,2014,2794.2
辽阳市,2015,2416
辽阳市,2016,2215.99
辽阳市,2017,2489.6
辽阳市,2018,2671.4
辽阳市,2019,2991.48
辽阳市,2020,1270.22
辽阳市,2021,
辽阳市,2022,
辽阳市,2023,
铁岭市,2000,
铁岭市,2001,
铁岭市,2002,111
铁岭市,2003,113.6
铁岭市,2004,142
铁岭市,2005,185
铁岭市,2006,360
铁岭市,2007,550
铁岭市,2008,720
铁岭市,2009,880
铁岭市,2010,1080.6
铁岭市,2011,1270.8
铁岭市,2012,1336
铁岭市,2013,1660.72
铁岭市,2014,1949.5
铁岭市,2015,1691
铁岭市,2016,1799.79
铁岭市,2017,2003.1
铁岭市,2018,2003.1
铁岭市,2019,2433.07
铁岭市,2020,689.35
铁岭市,2021,1510.9
铁岭市,2022,
铁岭市,2023,
锦州市,2000,
锦州市,2001,
锦州市,2002,290
锦州市,2003,306.2
锦州市,2004,328
锦州市,2005,426
锦州市,2006,532
锦州市,2007,680
锦州市,2008,870
锦州市,2009,1191
锦州市,2010,1442
锦州市,2011,1704
锦州市,2012,1926
锦州市,2013,3211
锦州市,2014,3545
锦州市,2015,3070
锦州市,2016,2347.43
锦州市,2017,2621
锦州市,2018,2935
锦州市,2019,3375.25
锦州市,2020,1310.02
锦州市,2021,1983.3
锦州市,2022,
锦州市,2023,
阜新市,2000,
阜新市,2001,
阜新市,2002,80
阜新市,2003,74.3
阜新市,2004,85
阜新市,2005,102
阜新市,2006,135
阜新市,2007,242
阜新市,2008,341
阜新市,2009,523
阜新市,2010,658.3
阜新市,2011,758.4
阜新市,2012,856.992
阜新市,2013,923.593
阜新市,2014,1042.9
阜新市,2015,996
阜新市,2016,1140.41
阜新市,2017,1309.6
阜新市,2018,1481.2
阜新市,2019,1629.5
阜新市,2020,723.68
阜新市,2021,
阜新市,2022,
阜新市,2023,
鞍山市,2000,
鞍山市,2001,
鞍山市,2002,528
鞍山市,2003,529.5
鞍山市,2004,690
鞍山市,2005,770
鞍山市,2006,965
鞍山市,2007,1222
鞍山市,2008,1530
鞍山市,2009,1915.6
鞍山市,2010,2224
鞍山市,2011,2586.5
鞍山市,2012,2922.74
鞍山市,2013,3281.77
鞍山市,2014,3949.5
鞍山市,2015,3414
鞍山市,2016,3967.71
鞍山市,2017,4523.2
鞍山市,2018,5111.2
鞍山市,2019,5884.8
鞍山市,2020,3842.47
鞍山市,2021,
鞍山市,2022,
鞍山市,2023,
重庆市,2000,
重庆市,2001,
重庆市,2002,4619.7
重庆市,2003,4262.8
重庆市,2004,5236
重庆市,2005,5965
重庆市,2006,6787
重庆市,2007,8009
重庆市,2008,10001.2
重庆市,2009,12191
重庆市,2010,16036.6
重庆市,2011,22019.9
重庆市,2012,
重庆市,2013,
重庆市,2014,
重庆市,2015,
重庆市,2016,
重庆市,2017,53871.9
重庆市,2018,
重庆市,2019,
重庆市,2020,
重庆市,2021,
重庆市,2022,
重庆市,2023,
咸阳市,2000,
咸阳市,2001,
咸阳市,2002,1023
咸阳市,2003,870
咸阳市,2004,892
咸阳市,2005,913
咸阳市,2006,971
咸阳市,2007,1026
咸阳市,2008,1103.5
咸阳市,2009,1246.3
咸阳市,2010,1846
咸阳市,2011,2480.3
咸阳市,2012,3167.3
咸阳市,2013,3988.2
咸阳市,2014,
咸阳市,2015,
咸阳市,2016,
咸阳市,2017,4565
咸阳市,2018,
咸阳市,2019,
咸阳市,2020,
咸阳市,2021,
咸阳市,2022,
咸阳市,2023,
商洛市,2000,
商洛市,2001,
商洛市,2002,62
商洛市,2003,47.6
商洛市,2004,67
商洛市,2005,73
商洛市,2006,117
商洛市,2007,260
商洛市,2008,453.2
商洛市,2009,733.9
商洛市,2010,1270
商洛市,2011,1703
商洛市,2012,2288.3
商洛市,2013,2764.5
商洛市,2014,
商洛市,2015,
商洛市,2016,
商洛市,2017,4780.15
商洛市,2018,
商洛市,2019,
商洛市,2020,
商洛市,2021,
商洛市,2022,2903.36
商洛市,2023,
安康市,2000,
安康市,2001,
安康市,2002,72
安康市,2003,75
安康市,2004,108
安康市,2005,130
安康市,2006,160
安康市,2007,206
安康市,2008,312
安康市,2009,599.7
安康市,2010,1218
安康市,2011,1560.1
安康市,2012,1834.8
安康市,2013,2163.8
安康市,2014,2526.58
安康市,2015,2848.63
安康市,2016,3276.05
安康市,2017,3784.6
安康市,2018,
安康市,2019,
安康市,2020,2033.37
安康市,2021,2935.87
安康市,2022,2641.19
安康市,2023,
宝鸡市,2000,409.3
宝鸡市,2001,476
宝鸡市,2002,501
宝鸡市,2003,550.1
宝鸡市,2004,622
宝鸡市,2005,715.1
宝鸡市,2006,820.4
宝鸡市,2007,940.2
宝鸡市,2008,1085
宝鸡市,2009,1297
宝鸡市,2010,1659
宝鸡市,2011,2030
宝鸡市,2012,2737
宝鸡市,2013,3595
宝鸡市,2014,4680
宝鸡市,2015,5356.2
宝鸡市,2016,6350.7
宝鸡市,2017,7952.5
宝鸡市,2018,
宝鸡市,2019,
宝鸡市,2020,
宝鸡市,2021,10641.2
宝鸡市,2022,7948.6
宝鸡市,2023,
延安市,2000,
延安市,2001,
延安市,2002,278.9
延安市,2003,279.5
延安市,2004,388
延安市,2005,508
延安市,2006,563
延安市,2007,650
延安市,2008,746
延安市,2009,1019.3
延安市,2010,1442.3
延安市,2011,2038
延安市,2012,2177.3
延安市,2013,2840.8
