省份,城市,年份,国内旅游人数（万人）,国内旅游收入（亿元）,,,,,,
吉林省,四平市,2012,168.69,19.65,,,,,,
吉林省,四平市,2013,195.02,24.72,,,,,,
吉林省,四平市,2014,228.47,30.23,,,,,,
吉林省,四平市,2015,263.7,37.55,,,,,,
吉林省,四平市,2016,343.54,49.34,,,,,,
吉林省,四平市,2017,414.4,63.1,,,,,,
吉林省,四平市,2018,471.5,76.38,,,,,,
吉林省,四平市,2019,550,26.29,,,,,,
吉林省,四平市,2020,373,61.57,,,,,,
吉林省,四平市,2021,1427,85.8,,,,,,
吉林省,四平市,2022,723,96.55,,,,,,
吉林省,四平市,2023,,,,,,,,
吉林省,松原市,2000,,,,,,,,
吉林省,松原市,2001,,,,,,,,
吉林省,松原市,2002,49.8,1.36,,,,,,
吉林省,松原市,2003,48.6,1.51,,,,,,
吉林省,松原市,2004,60.49,3.05,,,,,,
吉林省,松原市,2005,75.4,4.57,,,,,,
吉林省,松原市,2006,93.95,6.14,,,,,,
吉林省,松原市,2007,113.26,10.29,,,,,,
吉林省,松原市,2008,160.78,15.3,,,,,,
吉林省,松原市,2009,203.6,20.8,,,,,,
吉林省,松原市,2010,244.1,27.19,,,,,,
吉林省,松原市,2011,290.38,35.34,,,,,,
吉林省,松原市,2012,343.1,45.22,,,,,,
吉林省,松原市,2013,397.93,59.92,,,,,,
吉林省,松原市,2014,466.06,69.68,,,,,,
吉林省,松原市,2015,541.65,87.46,,,,,,
吉林省,松原市,2016,632.37,112.27,,,,,,
吉林省,松原市,2017,731.2,140.2,,,,,,
吉林省,松原市,2018,812.8,163.25,,,,,,
吉林省,松原市,2019,1078,179.05,,,,,,
吉林省,松原市,2020,651.44,76.26,,,,,,
吉林省,松原市,2021,832,102.54,,,,,,
吉林省,松原市,2022,964,156.56,,,,,,
吉林省,松原市,2023,,,,,,,,
吉林省,白城市,2000,,,,,,,,
吉林省,白城市,2001,,,,,,,,
吉林省,白城市,2002,52.1,1.81,,,,,,
吉林省,白城市,2003,50.9,2.07,,,,,,
吉林省,白城市,2004,60.89,3.45,,,,,,
吉林省,白城市,2005,66.13,4.4,,,,,,
吉林省,白城市,2006,70.75,4.98,,,,,,
吉林省,白城市,2007,84.81,6.84,,,,,,
吉林省,白城市,2008,102.86,9.2,,,,,,
吉林省,白城市,2009,124.97,12.03,,,,,,
吉林省,白城市,2010,149.2,15.34,,,,,,
吉林省,白城市,2011,173.65,19.46,,,,,,
吉林省,白城市,2012,203.2,24.51,,,,,,
吉林省,白城市,2013,234.71,30.67,,,,,,
吉林省,白城市,2014,274.68,37.37,,,,,,
吉林省,白城市,2015,317.91,46.85,,,,,,
吉林省,白城市,2016,369.8,59.95,,,,,,
吉林省,白城市,2017,428.4,74.9,,,,,,
吉林省,白城市,2018,486.7,86.57,,,,,,
吉林省,白城市,2019,530,95.38,,,,,,
吉林省,白城市,2020,154,26.72,,,,,,
吉林省,白城市,2021,733,41.92,,,,,,
吉林省,白城市,2022,461,62.89,,,,,,
吉林省,白城市,2023,,,,,,,,
吉林省,白山市,2000,,,,,,,,
吉林省,白山市,2001,,,,,,,,
吉林省,白山市,2002,111.1,2.51,,,,,,
吉林省,白山市,2003,99.6,2.52,,,,,,
吉林省,白山市,2004,133.8,6.14,,,,,,
吉林省,白山市,2005,149.89,8.12,,,,,,
吉林省,白山市,2006,166.27,9.59,,,,,,
吉林省,白山市,2007,190,12.47,,,,,,
吉林省,白山市,2008,236.09,17.3,,,,,,
吉林省,白山市,2009,293.42,23.32,,,,,,
吉林省,白山市,2010,349.6,30.63,,,,,,
吉林省,白山市,2011,411.11,38.63,,,,,,
吉林省,白山市,2012,483.5,49.36,,,,,,
吉林省,白山市,2013,561.22,62.74,,,,,,
吉林省,白山市,2014,658.59,77.27,,,,,,
吉林省,白山市,2015,769.17,97.56,,,,,,
吉林省,白山市,2016,898.75,124.77,,,,,,
吉林省,白山市,2017,1063.9,157,,,,,,
吉林省,白山市,2018,1191.7,189.31,,,,,,
吉林省,白山市,2019,1242,197.37,,,,,,
吉林省,白山市,2020,476,79.9,,,,,,
吉林省,白山市,2021,447,85.47,,,,,,
吉林省,白山市,2022,356,43.59,,,,,,
吉林省,白山市,2023,,,,,,,,
吉林省,辽源市,2000,,,,,,,,
吉林省,辽源市,2001,,,,,,,,
吉林省,辽源市,2002,36.3,1.12,,,,,,
吉林省,辽源市,2003,35.3,1.43,,,,,,
吉林省,辽源市,2004,40.5,2.25,,,,,,
吉林省,辽源市,2005,42.5,2.55,,,,,,
吉林省,辽源市,2006,46.61,2.88,,,,,,
吉林省,辽源市,2007,56.47,4.51,,,,,,
吉林省,辽源市,2008,69.49,6.3,,,,,,
吉林省,辽源市,2009,84.97,7.95,,,,,,
吉林省,辽源市,2010,100.51,10.03,,,,,,
吉林省,辽源市,2011,117.66,12.76,,,,,,
吉林省,辽源市,2012,137.7,16.12,,,,,,
吉林省,辽源市,2013,159.38,20.3,,,,,,
吉林省,辽源市,2014,186.57,24.8,,,,,,
吉林省,辽源市,2015,216.07,30.96,,,,,,
吉林省,辽源市,2016,252.82,39.76,,,,,,
吉林省,辽源市,2017,305.2,50.1,,,,,,
吉林省,辽源市,2018,346,60.56,,,,,,
吉林省,辽源市,2019,392,66.63,,,,,,
吉林省,辽源市,2020,288,29.36,,,,,,
吉林省,辽源市,2021,624,38.64,,,,,,
吉林省,辽源市,2022,499,68.26,,,,,,
吉林省,辽源市,2023,,,,,,,,
吉林省,通化市,2000,,,,,,,,
吉林省,通化市,2001,,,,,,,,
吉林省,通化市,2002,124.4,3.4,,,,,,
吉林省,通化市,2003,119.9,4.68,,,,,,
吉林省,通化市,2004,138.27,7.05,,,,,,
吉林省,通化市,2005,157.72,9.62,,,,,,
吉林省,通化市,2006,177.43,11.32,,,,,,
吉林省,通化市,2007,202.56,14.83,,,,,,
吉林省,通化市,2008,265.31,21.1,,,,,,
吉林省,通化市,2009,328.96,28.56,,,,,,
吉林省,通化市,2010,400.2,37.72,,,,,,
吉林省,通化市,2011,465.3,47.36,,,,,,
吉林省,通化市,2012,546.9,60.21,,,,,,
吉林省,通化市,2013,630.95,76.05,,,,,,
吉林省,通化市,2014,739.54,93.22,,,,,,
吉林省,通化市,2015,862.9,117.49,,,,,,
吉林省,通化市,2016,1009.85,150.88,,,,,,
吉林省,通化市,2017,1213.1,191.1,,,,,,
吉林省,通化市,2018,1450.8,248.43,,,,,,
吉林省,通化市,2019,1727,308.15,,,,,,
吉林省,通化市,2020,1004,66.8,,,,,,
吉林省,通化市,2021,870,72.05,,,,,,
吉林省,通化市,2022,563.21,77.43,,,,,,
吉林省,通化市,2023,,,,,,,,
吉林省,长春市,2000,,,,,,,,
吉林省,长春市,2001,,,,,,,,
吉林省,长春市,2002,1085.5,63.56,,,,,,
吉林省,长春市,2003,1038,80.1,,,,,,
吉林省,长春市,2004,1100.78,93.21,,,,,,
吉林省,长春市,2005,1218.38,116.13,,,,,,
吉林省,长春市,2006,1366.74,143.1,,,,,,
吉林省,长春市,2007,1587.18,176.04,,,,,,
吉林省,长春市,2008,1896.6,221.1,,,,,,
吉林省,长春市,2009,2246.47,276.57,,,,,,
吉林省,长春市,2010,2637.6,350.54,,,,,,
吉林省,长春市,2011,3084.17,420.62,,,,,,
吉林省,长春市,2012,3620,534.18,,,,,,
吉林省,长春市,2013,4191.67,667.72,,,,,,
吉林省,长春市,2014,4908.86,818.28,,,,,,
吉林省,长春市,2015,5682.99,1023.18,,,,,,
吉林省,长春市,2016,6655.22,1318.74,,,,,,
吉林省,长春市,2017,7781.3,1594.8,,,,,,
吉林省,长春市,2018,8942.8,1883.7,,,,,,
吉林省,长春市,2019,10115,2172.24,,,,,,
吉林省,长春市,2020,7223.48,1376.78,,,,,,
吉林省,长春市,2021,10392,1766.77,,,,,,
吉林省,长春市,2022,5626.33,711.63,,,,,,
吉林省,长春市,2023,,,,,,,,
四川省,乐山市,2000,465.13,,,,,,,
四川省,乐山市,2001,515.17,,,,,,,
四川省,乐山市,2002,549.61,31.8,,,,,,
四川省,乐山市,2003,610.72,35.04,,,,,,
四川省,乐山市,2004,1078,46.64,,,,,,
四川省,乐山市,2005,1198.55,59.18,,,,,,
四川省,乐山市,2006,1304.82,77.78,,,,,,
四川省,乐山市,2007,1428.63,97.77,,,,,,
四川省,乐山市,2008,1227.51,90.44,,,,,,
四川省,乐山市,2009,1399.14,110.43,,,,,,
四川省,乐山市,2010,1669.62,145.75,,,,,,
四川省,乐山市,2011,2106.39,197.45,,,,,,
四川省,乐山市,2012,2655.55,266.47,,,,,,
四川省,乐山市,2013,2984.07,318.41,,,,,,
四川省,乐山市,2014,3342.12,383.9,,,,,,
四川省,乐山市,2015,3903.46,496.52,,,,,,
四川省,乐山市,2016,4359.69,622.58,,,,,,
四川省,乐山市,2017,5100.8,765.72,,,,,,
四川省,乐山市,2018,5710.22,889.47,,,,,,
四川省,乐山市,2019,6987.22,1037.48,,,,,,
四川省,乐山市,2020,7071.29,1040.3,,,,,,
四川省,乐山市,2021,,,,,,,,
四川省,乐山市,2022,,,,,,,,
四川省,乐山市,2023,,,,,,,,
四川省,内江市,2000,,,,,,,,
四川省,内江市,2001,,,,,,,,
四川省,内江市,2002,126.4,3.06,,,,,,
四川省,内江市,2003,210.8,9.86,,,,,,
四川省,内江市,2004,359,11.8,,,,,,
四川省,内江市,2005,406,14.54,,,,,,
四川省,内江市,2006,502,21.24,,,,,,
四川省,内江市,2007,635,26.45,,,,,,
四川省,内江市,2008,559.4,30.82,,,,,,
四川省,内江市,2009,757.2,39.21,,,,,,
四川省,内江市,2010,974.4,52.87,,,,,,
四川省,内江市,2011,1167.4,69.69,,,,,,
四川省,内江市,2012,1377.97,86.17,,,,,,
四川省,内江市,2013,1788.61,110.27,,,,,,
四川省,内江市,2014,2230.61,136.96,,,,,,
四川省,内江市,2015,2684.07,170.47,,,,,,
四川省,内江市,2016,3304.8,215.48,,,,,,
四川省,内江市,2017,4356.51,263.35,,,,,,
四川省,内江市,2018,4286.88,311.02,,,,,,
四川省,内江市,2019,4642.35,362.32,,,,,,
四川省,内江市,2020,3896,310.6,,,,,,
四川省,内江市,2021,,,,,,,,
四川省,内江市,2022,,,,,,,,
四川省,内江市,2023,,,,,,,,
四川省,南充市,2000,,,,,,,,
四川省,南充市,2001,,,,,,,,
四川省,南充市,2002,394.2,10.73,,,,,,
四川省,南充市,2003,325,10.75,,,,,,
四川省,南充市,2004,398,13.15,,,,,,
四川省,南充市,2005,472,18.53,,,,,,
四川省,南充市,2006,586,28.06,,,,,,
四川省,南充市,2007,695.4,35.25,,,,,,
四川省,南充市,2008,812.02,49.1,,,,,,
四川省,南充市,2009,1101.03,71.48,,,,,,
四川省,南充市,2010,1306.85,91,,,,,,
四川省,南充市,2011,1509.79,122.07,,,,,,
四川省,南充市,2012,1826.5,155.02,,,,,,
四川省,南充市,2013,2551.6,209.67,,,,,,
四川省,南充市,2014,3076.5,253.28,,,,,,
四川省,南充市,2015,3726.5,321.72,,,,,,
四川省,南充市,2016,4251.5,374.53,,,,,,
四川省,南充市,2017,4793.63,458.02,,,,,,
四川省,南充市,2018,5734.4,578.61,,,,,,
四川省,南充市,2019,7315.6,741.75,,,,,,
四川省,南充市,2020,8316.5,781.27,,,,,,
四川省,南充市,2021,,,,,,,,
四川省,南充市,2022,,,,,,,,
四川省,南充市,2023,,,,,,,,
四川省,宜宾市,2000,153,,,,,,,
四川省,宜宾市,2001,,,,,,,,
四川省,宜宾市,2002,252.4,11.2,,,,,,
四川省,宜宾市,2003,315.2,15.11,,,,,,
四川省,宜宾市,2004,411,20.55,,,,,,
四川省,宜宾市,2005,477,25.2,,,,,,
四川省,宜宾市,2006,627,36.09,,,,,,
四川省,宜宾市,2007,741,46.12,,,,,,
四川省,宜宾市,2008,862.6,55.58,,,,,,
四川省,宜宾市,2009,1195.1,83.4,,,,,,
四川省,宜宾市,2010,1459.53,107.98,,,,,,
四川省,宜宾市,2011,1720.86,130.49,,,,,,
四川省,宜宾市,2012,2112.39,165.89,,,,,,
四川省,宜宾市,2013,2497.92,208.65,,,,,,
四川省,宜宾市,2014,2822.24,256.02,,,,,,
四川省,宜宾市,2015,3494.91,332.17,,,,,,
四川省,宜宾市,2016,4277.74,420.75,,,,,,
四川省,宜宾市,2017,5218.36,538.71,,,,,,
四川省,宜宾市,2018,6535.1,687.26,,,,,,
四川省,宜宾市,2019,7905.73,826.29,,,,,,
四川省,宜宾市,2020,6647.41,669.91,,,,,,
四川省,宜宾市,2021,7475.15,680.24,,,,,,
四川省,宜宾市,2022,,,,,,,,
四川省,宜宾市,2023,,,,,,,,
四川省,巴中市,2000,,,,,,,,
四川省,巴中市,2001,,,,,,,,
四川省,巴中市,2002,122.4,1.93,,,,,,
四川省,巴中市,2003,154.8,2.63,,,,,,
四川省,巴中市,2004,180,3.8,,,,,,
四川省,巴中市,2005,198,4.5,,,,,,
四川省,巴中市,2006,248,8.38,,,,,,
四川省,巴中市,2007,250,11.04,,,,,,
四川省,巴中市,2008,315,12.14,,,,,,
四川省,巴中市,2009,360.9,16.26,,,,,,
四川省,巴中市,2010,476.2,22.78,,,,,,
四川省,巴中市,2011,536.7,31.67,,,,,,
四川省,巴中市,2012,714.6,43.7,,,,,,
四川省,巴中市,2013,896.7,66.2,,,,,,
四川省,巴中市,2014,1165.6,89.54,,,,,,
四川省,巴中市,2015,1697,130.62,,,,,,
四川省,巴中市,2016,2171,166.67,,,,,,
四川省,巴中市,2017,3192.25,209.88,,,,,,
四川省,巴中市,2018,2936.81,248.54,,,,,,
四川省,巴中市,2019,3422.98,305.21,,,,,,
四川省,巴中市,2020,2920.53,261.96,,,,,,
四川省,巴中市,2021,3660.4,329.74,,,,,,
四川省,巴中市,2022,4279.8,355.92,,,,,,
四川省,巴中市,2023,,,,,,,,
四川省,广元市,2000,,,,,,,,
四川省,广元市,2001,,,,,,,,
四川省,广元市,2002,128.5,5.38,,,,,,
四川省,广元市,2003,144.4,6.77,,,,,,
四川省,广元市,2004,188,10.08,,,,,,
四川省,广元市,2005,263,14.11,,,,,,
四川省,广元市,2006,385,21.08,,,,,,
四川省,广元市,2007,560,27.56,,,,,,
四川省,广元市,2008,386.5,16.11,,,,,,
四川省,广元市,2009,512.6,23.23,,,,,,
四川省,广元市,2010,700.6,32.03,,,,,,
四川省,广元市,2011,1427.6,53.44,,,,,,
四川省,广元市,2012,1918,82.85,,,,,,
四川省,广元市,2013,2414.78,112.55,,,,,,
四川省,广元市,2014,2769.43,158.69,,,,,,
四川省,广元市,2015,3251.97,207.13,,,,,,
四川省,广元市,2016,3792.07,264.22,,,,,,
四川省,广元市,2017,5292.32,334.56,,,,,,
四川省,广元市,2018,5028.86,419.53,,,,,,
四川省,广元市,2019,5623.45,502.62,,,,,,
四川省,广元市,2020,4584.45,484.38,,,,,,
四川省,广元市,2021,,,,,,,,
四川省,广元市,2022,,,,,,,,
四川省,广元市,2023,,,,,,,,
四川省,广安市,2000,,,,,,,,
四川省,广安市,2001,,,,,,,,
四川省,广安市,2002,193.7,5.1,,,,,,
四川省,广安市,2003,248,10.2,,,,,,
四川省,广安市,2004,544,17.09,,,,,,
四川省,广安市,2005,550,22.23,,,,,,
四川省,广安市,2006,581,25.92,,,,,,
四川省,广安市,2007,619,32.16,,,,,,
四川省,广安市,2008,661.2,37.96,,,,,,
四川省,广安市,2009,857.4,50.54,,,,,,
四川省,广安市,2010,1040,65.66,,,,,,
四川省,广安市,2011,1288.2,84.25,,,,,,
四川省,广安市,2012,1550.18,103.51,,,,,,
四川省,广安市,2013,1997.6,135.22,,,,,,
四川省,广安市,2014,2768.19,194.51,,,,,,
四川省,广安市,2015,3269.75,245.5,,,,,,
四川省,广安市,2016,3436.26,302.01,,,,,,
四川省,广安市,2017,5218.36,350.71,,,,,,
四川省,广安市,2018,4052.12,403.09,,,,,,
四川省,广安市,2019,4485.69,463.1,,,,,,
四川省,广安市,2020,2777.45,280.94,,,,,,
四川省,广安市,2021,,,,,,,,
四川省,广安市,2022,,,,,,,,
四川省,广安市,2023,,,,,,,,
四川省,德阳市,2000,,,,,,,,
四川省,德阳市,2001,,,,,,,,
四川省,德阳市,2002,475,17.75,,,,,,
四川省,德阳市,2003,486,19.68,,,,,,
四川省,德阳市,2004,517,24.21,,,,,,
四川省,德阳市,2005,611,29.17,,,,,,
四川省,德阳市,2006,1017.7,47.28,,,,,,
四川省,德阳市,2007,1067.3,57.76,,,,,,
四川省,德阳市,2008,411.7,24.17,,,,,,
四川省,德阳市,2009,518.17,30.19,,,,,,
四川省,德阳市,2010,768.08,40.46,,,,,,
四川省,德阳市,2011,874,51.38,,,,,,
四川省,德阳市,2012,1106.7,66.98,,,,,,
四川省,德阳市,2013,1734.68,92.41,,,,,,
四川省,德阳市,2014,1843.62,120.49,,,,,,
四川省,德阳市,2015,2304.4,155.59,,,,,,
四川省,德阳市,2016,2601.01,189.91,,,,,,
四川省,德阳市,2017,3313,284.91,,,,,,
四川省,德阳市,2018,4328,385.17,,,,,,
四川省,德阳市,2019,5166,462.42,,,,,,
四川省,德阳市,2020,3546,269.61,,,,,,
四川省,德阳市,2021,,,,,,,,
四川省,德阳市,2022,,,,,,,,
四川省,德阳市,2023,,,,,,,,
四川省,成都市,2000,,,,,,,,
四川省,成都市,2001,,,,,,,,
四川省,成都市,2002,2768.9,151.86,,,,,,
四川省,成都市,2003,2843.6,174.1,,,,,,
四川省,成都市,2004,3215,228.43,,,,,,
四川省,成都市,2005,3619.63,272.46,,,,,,
四川省,成都市,2006,4003.71,324.06,,,,,,
四川省,成都市,2007,4253.63,395.41,,,,,,
四川省,成都市,2008,4105.4,363.58,,,,,,
四川省,成都市,2009,5505.97,485.15,,,,,,
四川省,成都市,2010,6818.48,584.6,,,,,,
四川省,成都市,2011,9552.69,776.4,,,,,,
四川省,成都市,2012,12088.3,1010.69,,,,,,
四川省,成都市,2013,15339,1285.38,,,,,,
四川省,成都市,2014,18423,1616.95,,,,,,
四川省,成都市,2015,18903.5,1986.57,,,,,,
四川省,成都市,2016,19757,2425.58,,,,,,
四川省,成都市,2017,20704,2946.24,,,,,,
四川省,成都市,2018,23977,3616.87,,,,,,
四川省,成都市,2019,27642,4551.34,,,,,,
四川省,成都市,2020,20395,3002.13,,,,,,
四川省,成都市,2021,,,,,,,,
四川省,成都市,2022,16379,1811,,,,,,
四川省,成都市,2023,,,,,,,,
四川省,攀枝花市,2000,,,,,,,,
四川省,攀枝花市,2001,,,,,,,,
四川省,攀枝花市,2002,130.5,3.18,,,,,,
四川省,攀枝花市,2003,142.5,4.61,,,,,,
四川省,攀枝花市,2004,205,7.55,,,,,,
四川省,攀枝花市,2005,300,10.41,,,,,,
四川省,攀枝花市,2006,457,18.11,,,,,,
四川省,攀枝花市,2007,621,26.17,,,,,,
四川省,攀枝花市,2008,650.1,28.11,,,,,,
四川省,攀枝花市,2009,679.5,34.75,,,,,,
四川省,攀枝花市,2010,705.2,42.01,,,,,,
四川省,攀枝花市,2011,755.4,50.5,,,,,,
四川省,攀枝花市,2012,852.52,66.82,,,,,,
四川省,攀枝花市,2013,1190.43,102.18,,,,,,
四川省,攀枝花市,2014,1383.62,150.02,,,,,,
四川省,攀枝花市,2015,1659.86,202.08,,,,,,
四川省,攀枝花市,2016,2062.56,242.58,,,,,,
四川省,攀枝花市,2017,4025.54,279.28,,,,,,
四川省,攀枝花市,2018,2566.36,337.47,,,,,,
四川省,攀枝花市,2019,3014.81,415.86,,,,,,
四川省,攀枝花市,2020,2197.46,313.91,,,,,,
四川省,攀枝花市,2021,,,,,,,,
四川省,攀枝花市,2022,,,,,,,,
四川省,攀枝花市,2023,,,,,,,,
四川省,泸州市,2000,,,,,,,,
四川省,泸州市,2001,,,,,,,,
四川省,泸州市,2002,219.4,10.83,,,,,,
四川省,泸州市,2003,348.8,12.15,,,,,,
四川省,泸州市,2004,626,16.14,,,,,,
四川省,泸州市,2005,705,20.22,,,,,,
四川省,泸州市,2006,815,30.28,,,,,,
四川省,泸州市,2007,820,38.17,,,,,,
四川省,泸州市,2008,916.7,44.71,,,,,,
四川省,泸州市,2009,1000.3,55.06,,,,,,
四川省,泸州市,2010,1262.2,66.07,,,,,,
四川省,泸州市,2011,1320.1,84.05,,,,,,
四川省,泸州市,2012,1533.63,106.02,,,,,,
四川省,泸州市,2013,2111.41,143,,,,,,
四川省,泸州市,2014,2539.51,183.81,,,,,,
四川省,泸州市,2015,3257.68,253.06,,,,,,
四川省,泸州市,2016,3616.02,331.22,,,,,,
四川省,泸州市,2017,2317.44,441.82,,,,,,
四川省,泸州市,2018,5198.27,512.75,,,,,,
四川省,泸州市,2019,5546.82,596.4,,,,,,
四川省,泸州市,2020,2894.72,416.28,,,,,,
四川省,泸州市,2021,,,,,,,,
四川省,泸州市,2022,,,,,,,,
四川省,泸州市,2023,,,,,,,,
四川省,眉山市,2000,,4.2,,,,,,
四川省,眉山市,2001,,4.7,,,,,,
四川省,眉山市,2002,169.7,5.7,,,,,,
四川省,眉山市,2003,262.8,7.9,,,,,,
四川省,眉山市,2004,431,11.4,,,,,,
四川省,眉山市,2005,454,14.21,,,,,,
四川省,眉山市,2006,507,20.04,,,,,,
四川省,眉山市,2007,531,25.86,,,,,,
四川省,眉山市,2008,551.2,31.2,,,,,,
四川省,眉山市,2009,785.5,46.83,,,,,,
四川省,眉山市,2010,991.2,64.73,,,,,,
四川省,眉山市,2011,1187,80.76,,,,,,
四川省,眉山市,2012,1560,110.18,,,,,,
四川省,眉山市,2013,1943.24,145.09,,,,,,
四川省,眉山市,2014,2386.09,180.65,,,,,,
四川省,眉山市,2015,3022.1,230.38,,,,,,
四川省,眉山市,2016,3746,295.01,,,,,,
四川省,眉山市,2017,4356.6,356.66,,,,,,
四川省,眉山市,2018,4790.71,404.29,,,,,,
四川省,眉山市,2019,5161.5,476.42,,,,,,
四川省,眉山市,2020,3994.6,363.2,,,,,,
四川省,眉山市,2021,,,,,,,,
四川省,眉山市,2022,,,,,,,,
四川省,眉山市,2023,,,,,,,,
四川省,绵阳市,2000,,,,,,,,
四川省,绵阳市,2001,,,,,,,,
四川省,绵阳市,2002,462.5,25.56,,,,,,
四川省,绵阳市,2003,554.1,27.66,,,,,,
四川省,绵阳市,2004,705,36.04,,,,,,
四川省,绵阳市,2005,756,44.36,,,,,,
四川省,绵阳市,2006,1032,62.45,,,,,,
四川省,绵阳市,2007,1135,79.76,,,,,,
四川省,绵阳市,2008,740.4,39.82,,,,,,
四川省,绵阳市,2009,878,47.33,,,,,,
四川省,绵阳市,2010,1193,64.85,,,,,,
四川省,绵阳市,2011,1580.2,97,,,,,,
四川省,绵阳市,2012,1919.54,136.83,,,,,,
四川省,绵阳市,2013,2462.48,205.01,,,,,,
四川省,绵阳市,2014,2821.12,277.13,,,,,,
四川省,绵阳市,2015,3385.7,343.48,,,,,,
四川省,绵阳市,2016,4205.6,421.84,,,,,,
四川省,绵阳市,2017,3341.13,533.14,,,,,,
四川省,绵阳市,2018,6383.4,647.4,,,,,,
四川省,绵阳市,2019,7414.84,721.35,,,,,,
四川省,绵阳市,2020,6271.48,639.84,,,,,,
四川省,绵阳市,2021,,,,,,,,
四川省,绵阳市,2022,,,,,,,,
四川省,绵阳市,2023,,,,,,,,
四川省,自贡市,2000,,,,,,,,
四川省,自贡市,2001,,,,,,,,
四川省,自贡市,2002,280.5,12.78,,,,,,
四川省,自贡市,2003,320.2,15.17,,,,,,
四川省,自贡市,2004,396,18.66,,,,,,
四川省,自贡市,2005,481,23.48,,,,,,
四川省,自贡市,2006,627,39.5,,,,,,
四川省,自贡市,2007,744,45.92,,,,,,
四川省,自贡市,2008,758.4,50.36,,,,,,
四川省,自贡市,2009,856.1,65.35,,,,,,
四川省,自贡市,2010,1144.9,84.57,,,,,,
四川省,自贡市,2011,1381.8,110.95,,,,,,
四川省,自贡市,2012,1539.81,135.56,,,,,,
四川省,自贡市,2013,1780,160.22,,,,,,
四川省,自贡市,2014,2106,200.38,,,,,,
四川省,自贡市,2015,2695.41,248.49,,,,,,
四川省,自贡市,2016,3186.27,283.63,,,,,,
四川省,自贡市,2017,4025.54,340.95,,,,,,
四川省,自贡市,2018,4620.41,391.69,,,,,,
四川省,自贡市,2019,4730.15,440.06,,,,,,
